,text file,IoU,Confidence,predict label,truth label,predict bbox,truth bbox
38,IMG_20210408_120625_761_KN95.txt,0.0,,,Mask,"[None, None, None, None]","['1302', '1369', '1775', '1949']"
39,IMG_20210408_120625_761_N95.txt,0.4796240463147763,0.971744954586029,Mask,Mask,"['1371', '1512', '1715', '2028']","['1296', '1376', '1750', '1906']"
40,IMG_20210408_120625_761_surgical.txt,0.0,,,Mask,"[None, None, None, None]","['1296', '1401', '1763', '1925']"
41,IMG_20210408_120625_761_surgical_blue.txt,0.0,,,Mask,"[None, None, None, None]","['1283', '1395', '1756', '1912']"
42,IMG_20210408_120625_761_surgical_green.txt,0.0,,,Mask,"[None, None, None, None]","['1290', '1382', '1769', '1899']"
43,IMG_20210408_120638_226.txt,0.6895270016221384,0.8430802822113037,non-Mask,non-Mask,"['1367', '1439', '1778', '2087']","['1340', '1577', '1769', '2056']"
44,IMG_20210408_120638_226_cloth.txt,0.0,,,Mask,"[None, None, None, None]","['1334', '1577', '1782', '2069']"
45,IMG_20210408_120638_226_empty.txt,0.5266053814668188,0.5541898608207703,Mask,Mask,"['1422', '1465', '1749', '1997']","['1309', '1565', '1782', '2063']"
46,IMG_20210408_120638_226_gas.txt,0.4303320196589185,0.6789425611495972,Mask,Mask,"['1432', '1400', '1777', '1960']","['1328', '1609', '1782', '2070']"
47,IMG_20210408_120638_226_inpaint.txt,0.6142275787077277,0.5169307589530945,Mask,Mask,"['1379', '1428', '1756', '2073']","['1315', '1584', '1763', '2032']"
48,IMG_20210408_120638_226_KN95.txt,0.0,,,Mask,"[None, None, None, None]","['1328', '1577', '1801', '2088']"
49,IMG_20210408_120638_226_N95.txt,0.0,,,Mask,"[None, None, None, None]","['1359', '1577', '1769', '2006']"
50,IMG_20210408_120638_226_surgical.txt,0.0,,,Mask,"[None, None, None, None]","['1315', '1603', '1769', '2051']"
51,IMG_20210408_120638_226_surgical_blue.txt,0.0,,,Mask,"[None, None, None, None]","['1328', '1596', '1776', '2063']"
52,IMG_20210408_120638_226_surgical_green.txt,0.0,,,Mask,"[None, None, None, None]","['1328', '1546', '1789', '2032']"
53,IMG_20210408_120703_478.txt,0.8001430103682518,0.9021059274673462,non-Mask,non-Mask,"['1372', '1218', '1745', '1778']","['1353', '1256', '1757', '1736']"
54,IMG_20210408_120703_478_cloth.txt,0.0,,,Mask,"[None, None, None, None]","['1340', '1268', '1763', '1710']"
55,IMG_20210408_120703_478_empty.txt,0.5910504954778631,0.8497409820556641,Mask,Mask,"['1385', '1310', '1750', '1834']","['1315', '1268', '1763', '1703']"
56,IMG_20210408_120703_478_gas.txt,0.0,,,Mask,"[None, None, None, None]","['1347', '1243', '1782', '1716']"
57,IMG_20210408_120703_478_inpaint.txt,0.7064478088408714,0.8593525886535645,Mask,Mask,"['1380', '1251', '1753', '1860']","['1340', '1249', '1763', '1728']"
58,IMG_20210408_120703_478_KN95.txt,0.0,,,Mask,"[None, None, None, None]","['1353', '1256', '1782', '1710']"
59,IMG_20210408_120703_478_N95.txt,0.4582329023932997,0.7691864371299744,Mask,Mask,"['1395', '1366', '1749', '1853']","['1328', '1262', '1770', '1685']"
60,IMG_20210408_120703_478_surgical.txt,0.0,,,Mask,"[None, None, None, None]","['1353', '1275', '1763', '1704']"
61,IMG_20210408_120703_478_surgical_blue.txt,0.0,,,Mask,"[None, None, None, None]","['1328', '1259', '1776', '1720']"
62,IMG_20210408_120703_478_surgical_green.txt,0.0,,,Mask,"[None, None, None, None]","['1347', '1262', '1770', '1723']"
63,IMG_20210408_120750_697.txt,0.7855317602027179,0.9972782135009766,non-Mask,non-Mask,"['1110', '631', '1498', '1107']","['1104', '696', '1482', '1091']"
64,IMG_20210408_120750_697_cloth.txt,0.5161066926364768,0.8897981643676758,non-Mask,Mask,"['1107', '614', '1473', '976']","['1121', '705', '1495', '1100']"
